IDCNTRY,IDSCHOOL,language,disc_prob_score,acad_emph_score,math_shortage_score,sci_shortage_score,acad_hours,disc_prob,acad_emph,math_shortage,sci_shortage,socio_background,mmat_avg,ssci_avg,malg_avg,mapp_avg,mdat_avg,mgeo_avg,mkno_avg,mnum_avg,mrea_avg,sapp_avg,sbio_avg,sche_avg,sear_avg,skno_avg,sphy_avg,srea_avg
152,5016,Spanish,11.62884,16.36222,11.26511,11.42529,1462.5,Hardly Any Problems,Very High Emphasis,Not Affected,Not Affected,More Disadvantaged,471.4948055714285,505.10149378571424,469.2205488571429,470.03063678571425,462.7290472857144,459.46971064285725,459.50027585714287,474.31522700000005,484.5788430714285,511.44318785714296,507.42384221428574,494.6786494285715,494.8517117857144,495.50890478571426,484.4570905,492.94721892857143
152,5017,Spanish,8.79625,9.56054,6.6527,6.59064,1062.0,Minor Problems,Medium Emphasis,Affected A Lot,Affected A Lot,More Disadvantaged,457.36968220000006,483.81971129999994,472.29709599999995,454.3888223000001,463.9234246,464.2889282000001,457.1101299,459.218998,472.1527267,484.3692794,493.36474659999993,478.76640369999996,478.31338360000007,483.9081268,484.1963918,485.5879896
152,5019,Spanish,,,,,,,,,,,452.590806117647,474.47056294117647,455.9678764117647,451.7694594705883,450.5557761764706,452.8549445294117,448.4247692352942,456.6866272352941,467.1807435294118,477.6611550588235,488.2156519999999,458.0903407647059,482.8877061764707,473.6717945294117,470.66840558823526,470.040629882353
152,5020,Spanish,,7.73586,9.52239,9.57915,1600.0,,Medium Emphasis,Affected,Affected,More Disadvantaged,410.03392506666665,421.04431080000006,414.26430866666664,418.3097778666666,401.4880045333333,390.41615306666677,401.0757088,419.86345520000003,414.5426736,428.0060753333334,431.1685464,400.8760335999999,421.1085589333334,430.63844999999986,423.19105813333334,412.06105759999997
152,5021,Spanish,11.62884,12.24755,12.9296,12.05633,1417.5,Hardly Any Problems,High Emphasis,Not Affected,Not Affected,,485.54708180000006,504.01581110000006,489.5625812,480.8373297,472.7511040000001,468.0860099,481.7466811000001,490.1953823,493.2222763,505.59587969999995,515.5161191,490.76738480000006,507.2401707,512.0651348,501.40450849999996,496.3844193000001
152,5023,Spanish,14.02858,13.95351,12.29366,12.50979,660.0,Hardly Any Problems,Very High Emphasis,Not Affected,Not Affected,More Affluent,562.1172597692308,564.4173646923078,568.5224361538461,554.2363534615386,557.5677686923077,561.8878058461538,572.3970236153847,555.7492537692307,562.956787923077,570.2175603846152,575.9650160769231,538.8610238461539,566.0266611538461,557.8302763076923,571.7201972307693,554.2240723846154
152,5024,Spanish,14.02858,8.06046,10.08629,10.17656,1560.0,Hardly Any Problems,Medium Emphasis,Affected,Affected,Neither More Affluent nor More Disadvantaged,445.6042805217392,468.4026200869566,443.06054478260864,434.3511967826087,439.1873018260869,436.9192175652174,436.47515373913046,441.37386791304334,459.1572005217391,474.4146357391305,472.038232,457.5328915652175,471.5008661739131,466.2247926086956,455.4633541739131,455.4431780000001
152,5026,Spanish,11.19421,11.65536,12.9296,13.17876,1520.0,Hardly Any Problems,High Emphasis,Not Affected,Not Affected,More Affluent,542.1616955789474,556.5631335789473,538.0932696842106,532.434252631579,529.202314631579,536.613052736842,537.1338365263157,532.5924123157895,532.5277253684211,555.8713237894735,569.4046865263157,528.0574105263158,548.5974408421052,559.6813420000001,543.9966061052633,534.7131253684211
152,5027,Spanish,8.59633,11.65536,9.84801,9.57915,1785.0,Minor Problems,High Emphasis,Affected,Affected,Neither More Affluent nor More Disadvantaged,470.67285864516134,491.0449833548388,474.6704610967741,472.44166490322584,464.5999044516128,466.31507058064517,479.04582806451623,474.73153264516134,487.84562954838714,494.6431812258064,496.52406858064506,489.28154922580643,493.4159412258065,497.53172819354836,471.7564731612903,493.70080103225825
152,5028,Spanish,9.79606,10.76309,7.69254,7.21741,1026.0,Minor Problems,High Emphasis,Affected,Affected A Lot,More Affluent,478.49279799999994,501.05523406451607,487.0735285161291,467.0742447741936,464.0603818709677,464.42567025806454,483.0233916129032,481.10655483870977,488.21501832258065,497.94251245161297,513.513626,490.3140165806452,494.8721492258065,499.1784216129033,487.5620599354838,498.34243367741936
152,5030,Spanish,10.80136,9.85898,9.52239,9.25352,1140.0,Hardly Any Problems,High Emphasis,Affected,Affected,More Disadvantaged,467.6692530344828,496.4698513793104,464.3851057931034,462.4240392413794,461.73149075862074,461.49509758620684,455.5977855172413,469.13666820689656,474.12299793103455,500.8895373103449,511.28452903448283,473.0937642758621,496.80055262068953,503.86094117241385,486.4744814482759,492.77802875862074
152,5031,Spanish,,,9.46116,9.49557,1188.0,,,Affected,Affected,More Disadvantaged,418.619506,442.9641342,416.0765697999999,407.7903238,407.68713859999997,420.17251840000006,401.41503680000005,422.9280578000001,441.94294500000007,445.3632152,447.5236308,414.79880760000003,424.93550540000007,426.10761940000003,431.8177414,441.4526288
152,5032,Spanish,8.24184,6.65002,8.44578,8.31328,855.0,Minor Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,333.27494961904773,341.9424725714286,333.96467219047616,326.737019047619,311.8607003809525,339.0523659047619,310.2376342857143,332.5538042857143,355.6024602857143,341.5659841904761,351.09655809523815,324.1396838095238,340.3162594285714,346.75711733333327,318.4076446666666,343.5057975238095
152,5033,Spanish,8.46915,5.37607,9.52239,9.51018,,Minor Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,382.8404196666667,408.3535650833333,386.4316200833334,387.8238615,383.5085364166668,373.4105165,377.70333999999997,389.7230896666667,399.4782734166667,416.6632804166666,421.41620916666665,384.09397966666666,405.8258946666667,406.8613300833333,395.0274091666667,405.90979474999995
152,5035,Spanish,9.66125,8.9699,9.62794,9.57915,,Minor Problems,Medium Emphasis,Affected,Affected,,433.41117410000004,459.8439523999999,436.51510389999993,427.4369129,421.8594136999999,432.94839569999994,429.8692676999998,433.1836467000001,444.9507737,464.55591590000006,471.5921693,437.2640071999999,459.3982598999999,458.43644000000006,452.58205179999993,456.10283659999993
152,5037,Spanish,10.10482,9.26475,9.52239,9.46956,1282.5,Minor Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,380.0388872631579,404.1794770526315,378.20894263157896,370.57112,364.1915109473684,366.9685852631578,369.0076009473685,377.01169,383.42183305263154,394.9565193684211,408.23059568421047,385.73861410526314,412.10406273684214,402.6298855789474,394.9028147368422,393.6727472631579
152,5038,Spanish,8.41206,8.67341,11.03708,10.97329,1050.0,Minor Problems,Medium Emphasis,Not Affected,Affected,More Disadvantaged,391.6157202,417.9451196666668,390.0472515333334,392.56148379999996,390.9691942,384.5132314666667,386.11878106666666,399.02423573333334,407.6315112000001,423.72153766666673,424.73267880000003,397.5694427999999,415.33587939999995,420.1845378666666,410.83810693333334,414.0497070666667
152,5040,Spanish,11.19421,11.23587,14.25596,14.57241,1128.0,Hardly Any Problems,High Emphasis,Not Affected,Not Affected,,442.5382783333334,462.6797258,448.8518259333333,440.5563374666668,438.75864900000005,434.8739422666667,438.04235853333336,433.55669806666657,454.86595159999996,462.44707580000005,470.91416600000014,451.81729713333334,468.148816,467.8238511333332,456.7644980666667,463.5170812
152,5042,Spanish,9.79606,5.82698,9.08097,9.03657,1170.0,Minor Problems,Medium Emphasis,Affected,Affected,Neither More Affluent nor More Disadvantaged,390.7030847272727,423.12352054545465,382.0207780909091,391.7626132727273,381.0019577272728,385.18637663636366,379.1304907272728,395.4294094545454,396.44705590909086,419.34848954545464,439.14267390909083,405.62519345454547,412.0915403636364,412.27986427272737,418.0435626363636,413.0167818181819
152,5044,Spanish,14.02858,8.268,10.08629,10.45776,1050.0,Hardly Any Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,442.29644232258073,454.8420156129033,441.51573941935493,446.3949507096773,440.8028496129033,432.07000587096775,447.9144810967741,450.34335174193546,455.1147963870968,455.72762032258066,458.43409045161286,429.2961147096774,469.37340309677415,459.9462401290323,441.52653070967744,455.6304481935484
152,5045,Spanish,9.51279,9.56054,11.86315,12.05633,1650.0,Minor Problems,Medium Emphasis,Not Affected,Not Affected,More Affluent,490.5879157777778,510.92591555555566,490.66559100000006,494.6872154444445,487.9444506666666,482.1023601111111,500.9193768888889,495.39099477777773,498.27686044444454,510.3432507777777,528.0059433333332,492.8420447777778,513.8013384444445,515.0457534444445,490.0782905555555,516.1897038888887
152,5046,Spanish,7.93621,7.73586,10.08629,10.17656,1140.0,Moderate to Severe Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,420.1778011034483,447.96276537931044,420.17101834482753,425.31486393103444,417.5083962758621,416.23724993103446,420.12660082758623,417.5143415862069,438.54720000000003,443.39402441379303,456.67346944827585,428.25488034482765,449.9527422758621,444.63938593103444,434.44241524137936,434.70639537931044
152,5048,Spanish,10.43939,11.35999,12.29366,12.50979,1219.16667,Minor Problems,High Emphasis,Not Affected,Not Affected,More Affluent,548.0249248571429,541.9290719047618,536.5164537142857,542.407915047619,550.5502948571428,544.6225842857142,543.9278680952381,544.7630514285714,550.9391456190476,541.5056346666667,548.9730025714287,523.2453915238095,551.214708,548.2347613333334,541.902329047619,537.2988257142856
152,5049,Spanish,12.80218,12.55044,11.26511,11.42529,1110.0,Hardly Any Problems,High Emphasis,Not Affected,Not Affected,More Affluent,491.763153483871,506.34078716129034,482.64462967741923,488.21485916129024,495.75192225806455,490.0440316129032,488.9823552258064,491.820662,495.3510204516129,514.3388601290324,528.1936566451614,485.0309490322582,519.6678012903227,506.24825793548376,498.7585352903225,502.2161318064516
152,5050,Spanish,8.24184,6.65002,9.00816,8.17049,1116.0,Minor Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,331.4202669655173,357.9444801379309,334.02182689655166,327.66496413793107,325.04841620689655,325.4406929655173,322.9102265517242,337.6399277241379,357.49327206896555,362.53793944827584,366.10608751724135,345.58658744827585,367.7216712413793,358.13425558620696,340.4512882758621,356.77434282758617
152,5051,Spanish,11.62884,9.85898,14.25596,13.17876,,Hardly Any Problems,High Emphasis,Not Affected,Not Affected,More Disadvantaged,413.3003621290323,427.96995825806454,401.4045870967742,408.6394975483871,393.84767245161294,411.3035147096774,401.1835047096773,407.8380712903225,429.31252529032264,423.65057948387084,438.85826245161286,396.4070080645161,425.4699906451613,423.42399483870963,415.97279264516135,427.72827935483866
152,5053,Spanish,10.10482,10.15969,9.84801,9.57915,1140.0,Minor Problems,High Emphasis,Affected,Affected,More Affluent,518.9416615238094,533.9095709523809,513.1058158095237,511.8279260952381,492.37070028571424,506.1845043809523,515.6018465714286,529.2350080000001,515.158042952381,526.5486001904761,549.9953472380953,509.18347399999993,516.4047966666667,519.9051817142857,523.5235329523808,529.3461380952381
152,5055,Spanish,14.02858,13.95351,11.86315,12.05633,1140.0,Hardly Any Problems,Very High Emphasis,Not Affected,Not Affected,More Affluent,492.6043576363636,509.11197381818187,496.0546055757577,486.40321981818187,482.2205172121213,491.33071496969694,494.59791248484856,491.05945757575756,500.29956751515147,513.2697057575758,526.108243878788,498.37640927272736,507.6881786060606,502.4665840606061,494.77173327272726,516.055478909091
152,5056,Spanish,9.01493,11.06274,6.98745,7.21741,1056.0,Minor Problems,High Emphasis,Affected A Lot,Affected A Lot,More Disadvantaged,417.2620735862069,447.92054379310343,408.4315979310346,419.3400144137932,409.180722,402.4650015172415,414.912056137931,424.54293703448263,432.6731263448275,438.5815924827585,459.4277006896553,416.9125040689656,443.1559804827586,445.8829893103448,429.75078841379315,444.4559379310346
152,5057,Spanish,11.62884,12.86324,14.25596,13.17876,1068.0,Hardly Any Problems,High Emphasis,Not Affected,Not Affected,More Affluent,572.6823256000001,577.4169935,565.6403759000001,570.4170188999999,565.3222361999999,580.0186504999999,577.1677399000001,574.1371404999999,571.2376313,577.1611724,592.7863703999999,565.1085031999999,579.1267546000001,579.224216,568.2695112000001,579.788535
152,5058,Spanish,10.43939,9.85898,14.25596,14.57241,,Minor Problems,High Emphasis,Not Affected,Not Affected,,509.6255237297299,517.7438418378379,516.8211864324325,510.6813985945947,503.9748630270269,496.081151891892,507.85686913513507,514.4838824864866,507.44735762162145,518.2072561081083,529.9408792432433,506.7084391891893,521.2704903243244,524.9870876216216,510.0033955675674,511.71103816216214
152,5059,Spanish,9.253,8.37165,10.66003,11.42529,1350.0,Minor Problems,Medium Emphasis,Affected,Not Affected,More Disadvantaged,440.2176101025641,453.8835507692307,439.3442964102564,439.5806501538462,440.1185576923078,426.0123502564102,435.3126901538462,445.75592610256416,452.3379285128206,447.29402338461557,465.26601343589743,428.2592183076923,451.7109110256411,449.22790620512825,438.67208297435894,452.68302420512805
152,5060,Spanish,8.79625,7.39368,10.21426,9.80545,1211.0,Minor Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,379.4970541333334,404.1726969333333,384.4290912666667,369.9550198,379.5576230666667,384.34845926666657,372.1322042,386.00605953333326,388.69101606666663,406.54687,409.0495864666667,384.07955713333337,414.90558473333334,413.78591099999994,373.5462598666666,392.3057408666667
152,5061,Spanish,11.62884,9.85898,8.56742,8.44672,1122.0,Hardly Any Problems,High Emphasis,Affected,Affected,More Affluent,440.8887611111111,467.11858222222224,426.0784622222223,431.1289771111111,440.16161222222223,453.84354244444444,416.01045888888893,418.3363008888889,446.41657399999997,475.21775111111106,474.4645382222222,440.7212793333333,475.36540222222226,468.58659266666666,450.2314528888889,463.64171088888884
152,5062,Spanish,12.80218,9.56054,11.26511,11.42529,1740.0,Hardly Any Problems,Medium Emphasis,Not Affected,Not Affected,More Affluent,472.71383188888893,490.01805838888896,465.6710375000001,470.3438561666666,469.19859949999994,461.0021780555556,471.90410705555564,472.6228783333333,477.9496720555556,480.42494366666665,492.96817211111113,468.23726183333355,504.9994212222222,481.0921563333334,479.5216628333335,490.8352531111111
152,5064,Spanish,9.01493,7.03177,9.62794,9.57915,1045.0,Minor Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,399.9245473043478,421.7547559130433,407.4821473913044,394.748633652174,388.26466608695654,397.5029675652174,390.3614860869565,404.24221034782613,413.5327198260871,421.5225833043478,437.5421131304348,407.7269655652173,429.1232597391304,429.4892839130435,407.58405826086954,418.2701482608696
152,5067,Spanish,11.62884,7.73586,11.26511,12.05633,1140.0,Hardly Any Problems,Medium Emphasis,Not Affected,Not Affected,More Disadvantaged,400.59236252631575,434.68453715789485,385.84855568421057,394.3894114736842,386.5759081052631,406.0309697894738,389.525594631579,398.379479263158,413.6083708421052,436.801836,447.09068757894744,407.619972631579,446.1100871578948,442.03236621052633,409.78979052631576,425.0998677894737
152,5068,Spanish,9.79606,11.35999,9.41874,9.46956,1029.0,Minor Problems,High Emphasis,Affected,Affected,Neither More Affluent nor More Disadvantaged,484.6146626285713,509.1971209142858,485.0328125714286,481.6126061142859,481.7618045142858,476.0172460571427,481.56815508571435,479.8491037142857,486.72437062857153,505.41591817142853,521.3357038285715,483.75450102857127,503.2679482285714,509.25192748571436,492.64365114285715,505.2497266285715
152,5069,Spanish,9.01493,8.67341,8.18097,6.93605,1140.0,Minor Problems,Medium Emphasis,Affected,Affected A Lot,More Disadvantaged,410.9921263333334,433.3919687777778,408.53336299999995,413.3448833333334,404.5761732222223,401.1366131111111,397.49937766666676,407.36866566666663,418.7067651111111,420.7394906666666,447.56051999999994,407.9619988888889,442.8233854444445,441.50107622222225,420.9090911111111,421.203181
152,5070,Spanish,9.253,10.15969,9.41874,9.69082,1140.0,Minor Problems,High Emphasis,Affected,Affected,More Disadvantaged,388.89363007407405,402.2123691111111,382.218265037037,390.34260674074073,381.4341042962963,380.22200007407406,377.86337799999995,390.18271607407405,411.7541665185185,397.00016844444445,413.49186733333323,372.38489933333335,406.82604903703697,407.7938139259259,390.2913465925927,395.9217742222222
152,5071,Spanish,10.80136,8.67341,9.73618,9.80545,,Hardly Any Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,429.42988014285714,473.2024088571429,421.0808382857143,422.59417485714295,415.65221385714284,405.0278617142857,423.6151602857141,431.40064228571424,429.3854554285714,474.46283285714287,476.9937282857143,425.4986081428572,488.19886371428566,464.6453007142857,462.210407,472.15203728571436
152,5072,Spanish,7.41582,8.06046,9.11164,9.14554,,Moderate to Severe Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,407.4370161249999,416.11656024999996,406.48335925000003,403.1330486875001,402.04595187499996,395.2267516875001,406.55824562500004,409.21275387500015,423.39200787500005,416.9801124999999,427.0131923750001,401.84733612499997,420.837809625,412.65791512499993,413.54243650000006,421.015336875
152,5074,Spanish,11.62884,10.15969,11.86315,12.05633,1140.0,Hardly Any Problems,High Emphasis,Not Affected,Not Affected,More Disadvantaged,479.17048318918916,500.64605437837827,479.03669491891884,479.08019664864855,477.02890859459455,472.62505627027025,474.1131701081081,480.35379729729726,488.2120421621621,509.43202502702707,516.3784344864866,483.7743056216215,497.5378710270271,512.2399588648648,492.34376372972963,497.6539907567567
152,5075,Spanish,10.80136,10.15969,11.03708,11.18425,1190.0,Hardly Any Problems,High Emphasis,Not Affected,Not Affected,More Affluent,523.2856673571426,535.4579735000001,516.6876415714286,518.0338462142857,525.7984954285714,523.4338845,520.6732874999999,518.3681556428571,530.3206381428573,536.7584887142856,556.5656568571428,524.1884055000002,542.8799705,535.3035157142856,528.4641383571428,540.7286300714286
152,5078,Spanish,8.08398,9.26475,9.96435,9.69082,1701.0,Minor Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,425.5796950588236,443.63408470588234,416.8459429411764,416.90272400000003,422.8508197058823,418.8943695882353,416.3577424705882,426.96736776470584,434.7685562941176,451.44454694117644,456.4263517058823,424.037884882353,460.4535947647058,447.776235882353,438.2487057058824,438.42687570588237
152,5079,Spanish,7.66553,4.8806,8.44578,8.44672,,Moderate to Severe Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,416.40856452631573,438.1172952105262,412.0574030526315,420.0431313157895,414.7230565789474,415.0506518421053,406.4373642631581,417.13780947368423,426.015851,435.6037419473683,448.53795689473696,420.4235282105263,439.38964078947373,440.3748056842105,429.49358715789475,438.956451
152,5081,Spanish,9.79606,9.56054,9.11164,8.92582,837.0,Minor Problems,Medium Emphasis,Affected,Affected,,393.86016666666666,432.14524088888885,393.19130111111116,403.8691308888889,407.9694366666667,403.5910951111111,396.7224571111111,390.3836008888889,414.79428155555564,431.8606308888889,444.9575342222222,424.44126066666666,423.02765488888883,441.61792133333324,417.3848482222222,434.66551599999997
152,5082,Spanish,7.66553,5.37607,8.90286,9.03657,1664.0,Moderate to Severe Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,395.39038280000005,417.2931339199999,388.63687936,389.10249144,374.32020895999995,387.709754,387.59887608,396.00905128,404.55801648,419.21129304000004,432.5469534400001,388.64016672,412.96738887999993,416.1637959200001,404.12686784000005,413.3370987200001
152,5083,,,,,,,,,,,,496.45592556756765,514.3244762702703,496.92531994594594,493.2181168108109,489.08186821621615,492.5259102702702,496.9746635675676,497.3892695135134,500.56590556756754,514.5612441081081,527.9232158918919,498.72495751351363,516.446761945946,518.1889638378377,499.797945027027,508.47717599999993
152,5085,Spanish,10.43939,8.06046,10.66003,10.97329,1092.0,Minor Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,440.8566877837838,469.5484250810812,438.00678772972987,441.1134801621622,434.44844264864867,426.8887507027028,435.19874124324326,443.1773369189189,448.3034975135136,474.94545297297293,477.4963227027027,446.48692540540543,480.8092964324325,475.63793621621625,453.94089367567585,463.3005218378379
152,5086,Spanish,9.253,7.73586,10.83775,10.31231,,Minor Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,414.8385618461538,441.5138687692307,413.29306215384617,413.2254578461538,401.6919626153846,403.3703933846154,405.6120755384615,417.60164846153845,425.7478578461539,437.1156084615385,456.56601661538457,434.07011661538456,436.07385707692316,438.8027461538463,421.05136446153847,441.77217553846157
152,5087,Spanish,10.43939,11.65536,11.5338,11.70901,1235.0,Minor Problems,High Emphasis,Not Affected,Not Affected,More Affluent,574.2630355,570.3835769285714,565.389790142857,570.081586214286,579.6123327142857,577.2052737142857,565.7281457142857,574.9262003571429,572.2576969999999,573.5104902857142,590.1236763571429,545.0265142857144,578.3710697142858,576.8140288571431,571.5453902857145,564.0693719999998
152,5088,Spanish,7.17625,5.37607,10.08629,9.92393,1080.0,Moderate to Severe Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,390.8180553333333,411.2679941111112,387.5731231111111,377.09907522222227,385.2718857777777,381.3963994444445,376.7958663333334,389.8715922222222,400.7978501111112,413.71090155555555,421.6285346666666,390.3906867777777,407.8942604444444,403.35248633333333,393.69230266666665,410.4861448888889
152,5089,Spanish,12.13532,12.86324,7.69254,7.66379,,Hardly Any Problems,High Emphasis,Affected,Affected,More Disadvantaged,416.44281475,426.5567886874999,413.10167650000005,411.5760036875,415.8706116875,409.4313995625001,417.72231737500005,421.0504144375001,440.49446349999994,436.23089300000004,432.51091331250007,410.9800195625,438.1925100625,435.464103375,418.1894929375,433.5108036875001
152,5090,Spanish,10.43939,8.9699,10.08629,10.17656,,Minor Problems,Medium Emphasis,Affected,Affected,Neither More Affluent nor More Disadvantaged,397.23771361290324,408.4302383225807,407.9904032903226,397.76885709677424,393.0009989032258,392.6061556774194,392.9954010322581,405.3696390322581,416.68044496774183,402.5261636774194,417.8275287741936,389.15830954838714,406.6696398709677,408.58752567741925,388.3642243225807,411.1047835483871
152,5092,Spanish,9.79606,8.37165,10.35137,9.80545,1008.0,Minor Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,499.40351426086954,523.1357136521739,491.96966817391296,498.7661271304348,497.15060878260874,492.4954113043478,494.07010860869565,491.335731826087,499.6039099130435,513.4615737391305,539.9971168695652,493.33757356521744,527.0733590434783,524.8583539130435,519.0184913043478,518.6359725217393
152,5093,Spanish,10.43939,9.85898,12.29366,12.50979,1610.0,Minor Problems,High Emphasis,Not Affected,Not Affected,More Disadvantaged,454.4095211875001,467.7780596250001,452.8973503124999,445.9385751875001,451.01246481249996,438.86582993750005,452.0570696875001,455.1349644375,458.81002181250005,463.79807668750004,475.853672375,443.0985609375001,479.17865268749995,467.2644086875,452.95340749999997,461.96857093750003
152,5094,Spanish,9.51279,9.26475,9.11164,9.14554,1020.0,Minor Problems,Medium Emphasis,Affected,Affected,More Affluent,422.34994877777774,456.393185,418.9993861111111,416.63663366666674,407.2593666666666,417.9993637777778,406.4825093333333,428.67181822222227,435.05628722222224,453.72027299999996,460.6400548888889,422.57334655555553,454.8119097777778,458.6007745555556,422.4440540000001,435.60684711111116
152,5095,Spanish,9.51279,8.06046,8.79491,8.92582,1080.0,Minor Problems,Medium Emphasis,Affected,Affected,More Disadvantaged,391.30908925,409.06956208333344,384.06378433333333,390.7441545000001,388.4307856666667,376.29343975,380.67683358333335,387.93826525000003,395.7195569166667,408.48923425,415.9914598333334,387.81639,409.6797625833333,401.50587708333325,387.6598800833333,409.66720391666667
152,5097,Spanish,11.19421,16.36222,12.9296,11.42529,1092.0,Hardly Any Problems,Very High Emphasis,Not Affected,Not Affected,More Disadvantaged,414.2212322222223,441.3462454444445,407.2161093333334,409.93212255555557,404.9820844444444,403.7093442222223,403.04220833333335,421.8184081111111,423.3328034444444,451.2445626666666,448.1723283333333,414.84417966666666,440.87692066666665,436.8492734444444,434.67831233333334,443.4571691111111
